Sport und Wellnesshotel Held,47.334929|11.855272,86,3,47.334929,11.855272
Sud 12 Ville sul Mediterraneo,37.660746|12.569689,20,4,37.660746,12.569689
Home By Leiths Shore,55.974407|-3.168609,44,5,55.974407,-3.168609
Cobertura Costa Do Sol,-27.18331|-48.50056,76,6,-27.18331,-48.50056
Hotel Le Querce,43.721285|13.208361,80,7,43.721285,13.208361
The Burrard,49.279852|-123.127728,58,8,49.279852,-123.127728
Lakmini Lodge,7.94945|80.75164,12,9,7.94945,80.75164
Momos Hostel,32.075863|34.768075,34,10,32.075863,34.768075
Albergo Ristorante Gaba Hotel,45.94149|10.19056,77,11,45.94149,10.19056
Bambuda Castle,8.79629|-82.43442,91,12,8.79629,-82.43442
Appartamento Aurelia,44.664226|12.242304,91,13,44.664226,12.242304
Basic Comfort Apartaments Pattaya,42.24669|3.12609,69,14,42.24669,3.12609
High Wray Farm,54.39109|-2.96884,90,15,54.39109,-2.96884
Kampot View Boutique Hotel,10.61228|104.17278,86,16,10.61228,104.17278
Boxer Overlook Five Bedroom Holiday Home,39.519918|-79.331864,76,17,39.519918,-79.331864
Broomhill View,54.55888|-0.79272,64,18,54.55888,-0.79272
Hotel Maristella,42.85985|10.421,80,19,42.85985,10.421
Villa Coco de Fangar,39.813526|2.994335,73,20,39.813526,2.994335
Studio Rue De La Campagne DaudÉ,43.393318|3.415993,117,21,43.393318,3.415993
Kahana Sunset B3B Condo,20.98459|-156.671118,59,22,20.98459,-156.671118
Bory Pensjonat,53.58811|17.86306,69,23,53.58811,17.86306
Kingscliff Coast Culture 1208,-28.277405|153.577025,77,24,-28.277405,153.577025
9 The Whitehouse,50.4444|-5.0367,93,25,50.4444,-5.0367
Espresso Apartments Spacious Bayside Lifestyle,-37.88223|144.99939,55,26,-37.88223,144.99939
Isla Rey Jorge,-53.16475|-70.90927,94,27,-53.16475,-70.90927
Marais Manor,-30.375524|30.678455,88,28,-30.375524,30.678455
Piana Apartment,39.14115|8.303,44,29,39.14115,8.303
OYO 15459 Home Exotic 2BHK Vyttila,9.968199|76.318234,33,30,9.968199,76.318234
Mantra Towers of Chevron,-27.999887|153.4274,99,31,-27.999887,153.4274
Relais Del Golfo,44.07847|9.82037,53,32,44.07847,9.82037
A Beautiful Modern Apartment,51.512814|-0.029547,56,33,51.512814,-0.029547
Hotel Hafen Hamburg,53.546928|9.969024,80,34,53.546928,9.969024
Appartamento con piscina 23,40.27701|18.41527,36,35,40.27701,18.41527
Profit Hotel,54.19023|37.62437,57,36,54.19023,37.62437
Casa Tarradelles,41.79051|3.03334,78,37,41.79051,3.03334
Hotel Tashi Thendup,27.32467|88.61182,26,38,27.32467,88.61182
Jardin Del Mar Guesthouse,18.484741210938|-66.796615600586,114,39,18.484741210938,-66.796615600586
Ferienwohnung Steffen,49.4685|7.17291,79,40,49.4685,7.17291
Gleneagles Village Apartments,56.284567|-3.745897,93,41,56.284567,-3.745897
Martinihof,47.79658|16.29843,78,42,47.79658,16.29843
Salobre Vista Golf 1,27.78725|-15.65183,117,43,27.78725,-15.65183
Mine Hill House,52.03843|-1.53521,102,44,52.03843,-1.53521
Anny's Homes,35.23445|23.63085,99,45,35.23445,23.63085
The White House Manor,53.29128|-2.14791,84,46,53.29128,-2.14791
Waidmannsheil,47.34301|13.38996,85,47,47.34301,13.38996
Daisy Cottage Saxmundham,52.18606|1.52474,83,48,52.18606,1.52474
La Terrazza Sul Parco,39.906112|8.585459,77,49,39.906112,8.585459
Postoyaliy Dvor Yam,59.705353|30.576282,53,50,59.705353,30.576282
Turizem Pavlin Apartments,46.25841|14.54111,22,51,46.25841,14.54111
Pousada Villa São Bento,-22.69786|-45.73524,28,52,-22.69786,-45.73524
Riad Mimosa,34.03311|-5.01955,82,53,34.03311,-5.01955
The Sleeping Bao B&B,-29.59162|30.35868,49,54,-29.59162,30.35868
Apartments Ivanka 934,44.9348|13.80583,59,55,44.9348,13.80583
Hotel Graf Bentinck,53.44664|8.12223,100,56,53.44664,8.12223
Premier Inn London Hammersmith,51.49309|-0.23848,77,57,51.49309,-0.23848
The Penthouse Organic & Modern in Times Square,40.75672|-73.98647,70,58,40.75672,-73.98647
Ferienwohnung Baldauf,48.95544|11.72628,48,59,48.95544,11.72628
Blouberg Heights 1608,-33.80246|18.46266,38,60,-33.80246,18.46266
Zur Linde,51.21972|14.24657,71,61,51.21972,14.24657
Andavelo House,-2.26636|40.90076,144,62,-2.26636,40.90076
Spiekerhof,54.69125|8.56743,28,63,54.69125,8.56743
St Tudy Inn,50.55409|-4.73116,112,64,50.55409,-4.73116
City Gardens,-31.95786|115.87496,77,65,-31.95786,115.87496
Tru by Hilton Smithfield I-95,35.508|-78.32305,35,66,35.508,-78.32305
Abbey Court,50.946205|-2.517271,56,67,50.946205,-2.517271
Langley Cottage B&B,-31.2745|149.28196,50,68,-31.2745,149.28196
White Goat Farm,60.92834|29.72717,134,69,60.92834,29.72717
VOA Viva Geribá,-22.773542|-41.903084,38,70,-22.773542,-41.903084
Casa Salinas del Mar,29.062413|-13.464209,74,71,29.062413,-13.464209
Casa Cama Da Vaca,37.0785|-8.76013,92,72,37.0785,-8.76013
Travelodge Clearlake,38.94869|-122.63131,20,73,38.94869,-122.63131
Comfort Inn Mayfield Heights Cleveland East,41.52202|-81.44927,37,74,41.52202,-81.44927
71 Grand Pavilion,32.80335|-79.73651,37,75,32.80335,-79.73651
Archontiko Pataka,36.43706|28.22136,29,76,36.43706,28.22136
Residence Casa Del Mar,36.70764|14.78977,106,77,36.70764,14.78977
Hotel Relais Paris Bale Restaurant La Mangeoire,48.23942|4.30099,62,78,48.23942,4.30099
Hotel Ikaros,37.88151|23.73019,27,79,37.88151,23.73019
Holiday Inn Express & Suites Davenport North,41.585571|-90.569119,34,80,41.585571,-90.569119
GreenTree Inn Jiangsu Suqian Suyu District Education Bureau Express Hotel,33.947959|118.343361,40,81,33.947959,118.343361
Romance Residence,13.357896|103.852135,69,82,13.357896,103.852135
Firefly Manor 5 Br Home,35.21731|-82.66374,50,83,35.21731,-82.66374
Hotel Rinaldo,45.699207|8.466617,44,84,45.699207,8.466617
Hampton Inn & Suites Atlanta Decatur Emory,33.776307|-84.29706,67,85,33.776307,-84.29706
Blue Wave Hotel Hua Hin,12.512331|99.977763,23,86,12.512331,99.977763
Hotel Somdeep Palace,22.7739023135123|75.88950347271748,58,87,22.7739023135123,75.88950347271748
Palacio Garvey Hotel,36.6857|-6.13755,89,88,36.6857,-6.13755
Hospederia Reina De Los A ngeles,37.890609|-6.569894,16,89,37.890609,-6.569894
Shoal Bay Road Bella Vista Unit 22 19,-32.72032|152.17702,48,90,-32.72032,152.17702
Wyndham Rome Midas,41.88849|12.40264,85,91,41.88849,12.40264
Orbe,39.5079|2.7549,16,92,39.5079,2.7549
Park Shopping Club,-9.55475|-35.7553,70,93,-9.55475,-35.7553
Europark Hotel International,47.56494|10.69337,85,94,47.56494,10.69337
Trapp Family Country Inn,9.994722|-84.223889,61,95,9.994722,-84.223889
Rivera Del Tiron Viviendas De Uso TurÍstico,42.54173|-2.9613,63,96,42.54173,-2.9613
Casa Cueva Las Tinajas de Naya,39.19353|-1.42951,50,97,39.19353,-1.42951
Hotel San Diego,21.015731|-101.253277,91,98,21.015731,-101.253277
St Regis Goa Marriot Hotel,15.156707|73.949605,146,99,15.156707,73.949605
Carpe Diem,45.973|8.71728,81,100,45.973,8.71728
Khiang Talay Condo Unit 502,12.9092922210693|100.861129760742,97,101,12.9092922210693,100.861129760742
Boutique Rose Gardens Beach & SPA Hotel,42.56387|27.63977,76,102,42.56387,27.63977
SEETELHOTEL Hotel Esplanade,53.956351|14.165507,82,103,53.956351,14.165507
ANA Crowne Plaza Yonago,35.425964|133.32869,72,104,35.425964,133.32869
_73_ Wei_e Duene 1,53.93964|14.19368,129,105,53.93964,14.19368
Sleep Inn Airport College Park,33.62628|-84.45305,40,106,33.62628,-84.45305
Ajay Residency,28.3990264337074|76.9847085475922,69,107,28.3990264337074,76.9847085475922
Phonebandith Hotel,18.005210876|102.62799835,24,108,18.005210876,102.62799835
Fairholme,54.61631|-3.20535,86,109,54.61631,-3.20535
Gast und Weinhof Beim Schneemann,50.14284|7.20983,59,110,50.14284,7.20983
Hostellerie La Maison de Maître,50.30211|5.83493,32,111,50.30211,5.83493
Hotel Riviera,50.71535|-1.88639,29,112,50.71535,-1.88639
Il Maniero,37.82386|15.22759,97,113,37.82386,15.22759
Hotel Casa Antigua,3.98523|-73.75717,20,114,3.98523,-73.75717
Casa En La Herradura Pinamar,-37.08554|-56.87051,92,115,-37.08554,-56.87051
Hotel Les Alizes,43.174026|6.533478,55,116,43.174026,6.533478
Hotel Hontibon,7.37899|-72.64858,117,117,7.37899,-72.64858
Swan River Retreat,39.532189|-106.0278189,73,118,39.532189,-106.0278189
Sapa Stunning View Hotel,22.332163|103.843966,71,119,22.332163,103.843966
Chambres d'Hôtes Barbecane,46.31422|-0.98928,59,120,46.31422,-0.98928
Henrietta 13 Soleil D'or Villefranche sur mer,43.705585|7.306728,88,121,43.705585,7.306728
Hotel Yamuna,31.88219|76.30939,31,122,31.88219,76.30939
Activehotel Diana,46.54521|11.55879,84,123,46.54521,11.55879
Bed & Breakfast Il Cedro,39.86327|18.29228,114,124,39.86327,18.29228
Espaco Monte Cristo,-22.929262|-42.538038,31,125,-22.929262,-42.538038
Los Sauces Hotel and Spa,-31.41768|-64.49358,79,126,-31.41768,-64.49358
The Bryson Hotel,51.522059|-0.108688,93,127,51.522059,-0.108688
Morocco Classic House,31.138019|-7.910001,60,128,31.138019,-7.910001
Apartment Brina,46.48321|13.78126,73,129,46.48321,13.78126
Casa Na Praia Do Mindelo,41.31003|-8.73983,85,130,41.31003,-8.73983
Jai Dharshini Palace,10.9649|79.39189,20,131,10.9649,79.39189
Nada in Vinkuran,44.83611|13.8623,60,132,44.83611,13.8623
Hotel Universo,20.674444|-103.344961,60,133,20.674444,-103.344961
Baron House Bed & Breakfast,56.121776|-4.277227,92,134,56.121776,-4.277227
Comfortable Apartment With a Beautiful View in Morscheid,49.77178|7.092637,65,135,49.77178,7.092637
Relais Forti,43.02499|12.88765,78,136,43.02499,12.88765
Urban Hotel Kusatsu,35.019508|135.960718,20,137,35.019508,135.960718
Golden House International Hotel,11.571244|104.928883,60,138,11.571244,104.928883
Hotel Pino Torinese,45.044397|7.771987,50,139,45.044397,7.771987
Hotel Ocidental,39.4613723667156|-31.1272984743118,23,140,39.4613723667156,-31.1272984743118
Ischia Casa della Vela,40.74729|13.91384,72,141,40.74729,13.91384
Paros on the Beach,-28.01473999|153.43162537,70,142,-28.01473999,153.43162537
Long Island 42,-29.52242|31.22574,127,143,-29.52242,31.22574
The Silver Jubilee Guest house,50.413624|-5.078308,43,144,50.413624,-5.078308
The Burlington House,51.78254|-1.26708,131,145,51.78254,-1.26708
Hotel Sirena,41.94396|16.00373,76,146,41.94396,16.00373
Palm Springs Camping Resort Cottage 2,33.76381|-116.31287,100,147,33.76381,-116.31287
Summer House on Romar Beach by Wyndham Vacation Rentals,30.26694|-87.597999,54,148,30.26694,-87.597999
Sadyba u Gansa,51.48672|23.8633,82,149,51.48672,23.8633
Chalet Chintalaya,45.91972|6.86748,113,150,45.91972,6.86748
Kalua Koi Villas 1182,21.185022|-157.24349,54,151,21.185022,-157.24349
Consul Hotel,44.01273|12.64474,49,152,44.01273,12.64474
Hotel Lido rooms & apartments,46.14107|10.96415,80,153,46.14107,10.96415
Appartementhaus Fuchs Christian,47.43526|12.22416,80,154,47.43526,12.22416
River Rock Estate,-45.03354|169.20279,64,155,-45.03354,169.20279
Los Milagros,22.884723|-109.913602,22,156,22.884723,-109.913602
Cazorla House Gallery,37.910219|-3.003689,60,157,37.910219,-3.003689
Zen Rooms Basic Pantai Kok,6.371293|99.67208600000004,21,158,6.371293,99.67208600000004
Santai Hotel,-8.341653|115.666602,48,159,-8.341653,115.666602
La Perla di Nicolosi,37.61469|15.0259,14,160,37.61469,15.0259
Villa Olivi,43.6082|11.87278,127,161,43.6082,11.87278
New Orleans Hotel,-44.93849|168.8318,51,162,-44.93849,168.8318
Sebenoa Retreat At Sprucewold,43.84204|-69.62101,67,163,43.84204,-69.62101
Sunnycroft,51.20477|1.3939,34,164,51.20477,1.3939
Playa Feliz,27.78278|-15.5184,115,165,27.78278,-15.5184
Experience & Enjoy Sea View Studios,35.39958|25.033554,79,166,35.39958,25.033554
Hotel Salento,39.949511|18.301171,41,167,39.949511,18.301171
An't Yachthaven,53.70473|7.80729,65,168,53.70473,7.80729
Apartment T2 mezzanine en plein centre,45.37965|6.72325,131,169,45.37965,6.72325
Torre Vado House,39.83413|18.27515,61,170,39.83413,18.27515
Pike Place Condos By Domicile,47.618165|-122.348284,41,171,47.618165,-122.348284
Apartamento Vista al Jardin Para 8 Personas en Cambrils,41.065743|1.083521,66,172,41.065743,1.083521
Phoenix Grand Hotel,7.891978|98.301407,53,173,7.891978,98.301407
Hostel Pushkin,53.7737|87.18736,36,174,53.7737,87.18736
La Puerta De La Ribera,41.6075|-4.43369,20,175,41.6075,-4.43369
Hotel Sierra,8.64986|-83.17894,40,176,8.64986,-83.17894
Cornamusa,39.7643|3.15605,128,177,39.7643,3.15605
Estivel Eden Parc Golf,44.99287|-1.17412,97,178,44.99287,-1.17412
Hotel Regio,44.65665|10.75006,78,179,44.65665,10.75006
Hostel Ostrova,46.93479|142.75521,47,180,46.93479,142.75521
Hostal Noches de Quito,-0.20672|-78.49516,23,181,-0.20672,-78.49516
Penzion Nevada,48.00054|17.59759,61,182,48.00054,17.59759
Yala Leopard Lodge,6.2332024574|81.33291626,73,183,6.2332024574,81.33291626
Tregge Surf Camp Uluwatu,-8.8195|115.09171,147,184,-8.8195,115.09171
Ferienhaus Haubenlerche 52,54.36922|12.61333,70,185,54.36922,12.61333
Holiday Inn Hotel & Suites Chattanooga Downtown,35.05108|-85.3117,53,186,35.05108,-85.3117
Courtyard Montgomery Prattville,32.45721|-86.401344,61,187,32.45721,-86.401344
Capital O 896 The Royal Regency,13.08067|80.267475,44,188,13.08067,80.267475
FrÜhstÜckspension Steffi,46.60583|14.5715,139,189,46.60583,14.5715
Petit Logis Inn,38.40225|-122.36131,54,190,38.40225,-122.36131
Villa Nobility,12.903650284|100.86862946,59,191,12.903650284,100.86862946
Ukumari Hostel,-13.51918|-71.98696,101,192,-13.51918,-71.98696
Maison Bacou Cité 1,43.20897|2.3629,19,193,43.20897,2.3629
Master Comfort Inn,9.99707|76.30353,76,194,9.99707,76.30353
Bella Vista Motel Kaikoura,-42.406224|173.679432,97,195,-42.406224,173.679432
Lania Royal Oak Villa,34.824131|32.920806,98,196,34.824131,32.920806
Belvedere Hotel & Suites,40.090747833252|19.762454986572,45,197,40.090747833252,19.762454986572
Sabai Resort Pak Meng,7.505867|99.355925,56,198,7.505867,99.355925
Hotel Katharinenhof Comfort,47.41698|9.74151,97,199,47.41698,9.74151
CIP Tramelan Hotel Seminar,47.21922|7.10201,79,200,47.21922,7.10201
Holiday Inn Express Birmingham South A45,52.46276|-1.825669,58,201,52.46276,-1.825669
Nestor&Jeeves House Of Cards Central By sea,43.69609|7.26087,45,202,43.69609,7.26087
6041 E Hwy 9 Home,39.426|-106.04473,122,203,39.426,-106.04473
Lotus Garden Cottages,19.44652|-155.23707,44,204,19.44652,-155.23707
Casino Hotel,51.11907|2.63351,91,205,51.11907,2.63351
Ka Hale Kealoha,21.08149|-157.00367,43,206,21.08149,-157.00367
Al Teatro,43.54622|10.31291,65,207,43.54622,10.31291
Testa O Croce Casa Vacanze,40.67276|16.60003,139,208,40.67276,16.60003
La Torre Dei Merli Luxury Collection,44.145551|9.643233,37,209,44.145551,9.643233
Casa Praia Grande 5 Qtos,-22.97318|-42.02779,124,210,-22.97318,-42.02779
Inglewood Boutique B&B,53.65327|-2.63922,78,211,53.65327,-2.63922
Peppertree Inn,45.476578|-122.787439,35,212,45.476578,-122.787439
Dicks Sons Hotel,41.278075|19.514707,46,213,41.278075,19.514707
Azahara,41.71589|2.83376,45,214,41.71589,2.83376
Untersüßgut,47.41787|13.37482,82,215,47.41787,13.37482
Hotel Berghof,47.32893|11.19277,73,216,47.32893,11.19277
Lindene Hotel,53.79455|-3.05516,75,217,53.79455,-3.05516
Playa de Oro,41.2373845597895|1.80920094251633,20,218,41.2373845597895,1.80920094251633
Residence Piazzetta 8,45.12457|12.32132,23,219,45.12457,12.32132
The Covenanter Hotel,56.253035|-3.207732,72,220,56.253035,-3.207732
Hotel Boutique Breton Hill Parque 93,4.6762|-74.04685,48,221,4.6762,-74.04685
66 Motel,34.92457|-110.1458,39,222,34.92457,-110.1458
Jamping Holiday Yongin Campsite,37.197692|127.272989,31,223,37.197692,127.272989
Torres Hostal,38.983016|1.302225,23,224,38.983016,1.302225
Guesthouse of the Pastukhov Academy,57.63221|39.87969,87,225,57.63221,39.87969
Vista 16,43.86768|-121.45179,91,226,43.86768,-121.45179
Hotel Rec Barcelona Adults Only,41.39019|2.17999,77,227,41.39019,2.17999
Comfort Inn & Suites,38.07068|-97.90002,30,228,38.07068,-97.90002
La Rotonda Holideal,45.771747|10.75965,47,229,45.771747,10.75965
SINA Maria Luigia,44.807488|10.33092,85,230,44.807488,10.33092
Danutts Hotel,-3.08216|-60.02655,62,231,-3.08216,-60.02655
Apartment Bummelallee,51.87557|10.56041,73,232,51.87557,10.56041
Le Cactus Bleu,31.5145|-9.76503,10,233,31.5145,-9.76503
Casarosaenea,42.47861|-1.6442,44,234,42.47861,-1.6442
Kaya Hostel,25.097162|55.170786,61,235,25.097162,55.170786
Royal Inn Hotel Tiberias,32.795067|35.528039,70,236,32.795067,35.528039
Résidence privée Negresco,43.695|7.25788,37,237,43.695,7.25788
Laaxerhof,46.82003|9.26484,87,238,46.82003,9.26484
Serena Beach Resort & Spa,-3.973181|39.750756,89,239,-3.973181,39.750756
Apartamento La Muralla,42.34121|-3.71159,49,240,42.34121,-3.71159
Lakewood Lodge,43.680206|-72.809013,68,241,43.680206,-72.809013
The Poplars B&B,51.10363|-1.75927,73,242,51.10363,-1.75927
Montbarbat Villa Pool Wifi,41.74361|2.81124,66,243,41.74361,2.81124
Hotel California,-38.06472|-57.54869,20,244,-38.06472,-57.54869
Pirates Cove Condo Unit #117,29.15114|-80.96833,88,245,29.15114,-80.96833
Hôtel La Conga,43.39404|3.66627,20,246,43.39404,3.66627
Queens Square Brighton Guest Homes,50.824285|-0.144285,50,247,50.824285,-0.144285
Sun Royal Hotel,34.30199|134.07107,67,248,34.30199,134.07107
Fewo Korn,47.60305|12.97396,140,249,47.60305,12.97396
Piso Playa Malaga,36.714647|-4.282184,79,250,36.714647,-4.282184
Pickering Park Hotel,53.73689|-0.39862,94,251,53.73689,-0.39862
myOcean Villa,21.981532|120.717943,52,252,21.981532,120.717943
To Palio Litohoro,40.10176|22.496217,77,253,40.10176,22.496217
Sitia Bay,35.204621|26.109629,65,254,35.204621,26.109629
Dar Saray,34.06515|-4.97722,49,255,34.06515,-4.97722
Albergue Pension Casa da Gandara,42.9997|-8.13462,54,256,42.9997,-8.13462
Apartamentos Embajador,36.53409|-4.62515,86,257,36.53409,-4.62515
B&B Li Criasgi,40.930155|9.065517,38,258,40.930155,9.065517
Hotel La Malcontenta,41.873936|3.149901,117,259,41.873936,3.149901
Ferienwohnung Walder,46.7877809618202|12.4273599404755,137,260,46.7877809618202,12.4273599404755
Camping Sènia Caballo de Mar,41.61776|2.67707,28,261,41.61776,2.67707
Minimalist Studio Room At Grand Serpong Apartment By Travelio,-6.219744|106.636337,39,262,-6.219744,106.636337
The Sailing Bay Beach Resort,10.923626|108.293367,80,263,10.923626,108.293367
Alqueria,39.52241|3.07501,73,264,39.52241,3.07501
Camping Sabbiadoro,45.68193|13.12631,58,265,45.68193,13.12631
B&B Hôtel Marseille La Valentine,43.28838|5.48143,37,266,43.28838,5.48143
Buganvilia,-13.8376|-76.251,43,267,-13.8376,-76.251
Rich 3,42.638889313|27.675971985,29,268,42.638889313,27.675971985
Sakthong Resort,17.398722|99.779549,36,269,17.398722,99.779549
Grand Ambassador Seoul associated with Pullman,37.56019|127.00289,108,270,37.56019,127.00289
Oyo 13424 Hotel Anushka,13.071504|80.208194,36,271,13.071504,80.208194
1423 North Fletcher,30.68477|-81.42976,146,272,30.68477,-81.42976
Stegerbräu,47.38474|13.46479,60,273,47.38474,13.46479
The Boatshed Seaside Boutique Hotel,-36.786042|175.017607,70,274,-36.786042,175.017607
Hampton Inn & Suites Denton,33.196134|-97.12896,29,275,33.196134,-97.12896
Villa Lidiya,49.27853|23.50956,23,276,49.27853,23.50956
Jean De Boheme,50.3512968475544|5.45528054237366,96,277,50.3512968475544,5.45528054237366
Pattida @ Khaokho,16.714138|101.031724,34,278,16.714138,101.031724
Le Clos Deauville Saint Gatien,49.34745|0.18869,70,279,49.34745,0.18869
Villa Marina Ixtapa,17.66798|-101.61866,83,280,17.66798,-101.61866
Bains Chalet Park,-29.0765027336615|26.1512991786003,51,281,-29.0765027336615,26.1512991786003
l'Agriturismo Lucchetti Ferrari,44.38329|9.89024,95,282,44.38329,9.89024
Bloomsbury Cottage,-37.82638|147.62525,120,283,-37.82638,147.62525
Sun N Fun RV Resort,27.34033|-82.42673,21,284,27.34033,-82.42673
Twin Peaks Island Resort,6.3293294047248772|99.826120904046661,24,285,6.329329404724877,99.82612090404666
Konpeki The Villa All Suite,24.80618|125.21102,95,286,24.80618,125.21102
Hatago Sakuraya,35.415935|138.847143,76,287,35.415935,138.847143
Hotel El Circulo,-38.01207|-57.54162,24,288,-38.01207,-57.54162
Villa Ana,36.19778|-6.03592,36,289,36.19778,-6.03592
Ampuries Delta Apartment,42.23924|3.12441,145,290,42.23924,3.12441
Lochend Chalets,56.16785|-4.26484,96,291,56.16785,-4.26484
Castle Farm Guest House,52.525349|-0.437391,89,292,52.525349,-0.437391
"Hotel Horizon Wellness & Spa Resort, BW Signature Collection",45.80699|8.78815,90,293,45.80699,8.78815
Sleep Inn Hotel Kariakoo,-6.819757|39.278641,71,294,-6.819757,39.278641
Villa Riveira Francesa Buzios,-22.76833|-41.93177,81,295,-22.76833,-41.93177
Holiday Village Knokke,51.33594|3.28887,94,296,51.33594,3.28887
